Latitude (decimal degrees):	-22.903
Longitude (decimal degrees):	-43.133
Elevation (m):	46
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2750.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230102:0303,0.0,0.0,0.0,23.29,2.34,0.0
20230102:0403,0.0,0.0,0.0,23.0,2.28,0.0
20230102:0503,0.0,0.0,0.0,22.71,2.14,0.0
20230102:0603,0.0,0.0,0.0,22.45,2.07,0.0
20230102:0703,0.0,0.0,0.0,21.64,2.48,0.0
20230102:0803,0.0,0.0,0.0,21.55,2.83,0.0
20230102:0903,208835.0,133.0,10.25,22.45,2.97,0.0
20230102:1003,766672.5,372.0,23.36,24.58,3.45,0.0
20230102:1103,1303885.0,607.0,36.76,25.99,3.93,0.0
20230102:1203,1713250.0,807.0,50.34,26.99,3.79,0.0
20230102:1303,2017895.0,972.0,64.05,27.74,3.52,0.0
20230102:1403,2100422.5,1024.0,77.83,28.33,3.45,0.0
20230102:1503,1807657.5,876.0,88.36,29.01,3.66,0.0
20230102:1603,1935065.0,937.0,74.55,29.25,3.93,0.0
20230102:1703,1816457.5,873.0,60.79,30.11,4.21,0.0
20230102:1803,1586942.5,746.0,47.1,28.97,4.83,0.0
20230102:1903,967202.5,455.0,33.56,28.26,5.52,0.0
20230102:2003,377602.5,192.0,20.22,28.32,5.72,0.0
20230102:2103,93170.0,68.0,7.19,27.37,4.97,0.0
20230102:2203,0.0,0.0,0.0,26.35,3.86,0.0
20230102:2303,0.0,0.0,0.0,25.76,3.52,0.0
20230103:0003,0.0,0.0,0.0,25.24,3.24,0.0
20230103:0103,0.0,0.0,0.0,24.91,2.9,0.0
20230103:0203,0.0,0.0,0.0,24.64,2.97,0.0
20230103:0303,0.0,0.0,0.0,24.55,2.69,0.0
20230103:0403,0.0,0.0,0.0,24.15,2.69,0.0
20230103:0503,0.0,0.0,0.0,23.9,2.69,0.0
20230103:0603,0.0,0.0,0.0,23.56,2.76,0.0
20230103:0703,0.0,0.0,0.0,23.43,2.97,0.0
20230103:0803,0.0,0.0,0.0,23.38,3.03,0.0
20230103:0903,157135.0,95.0,10.12,24.17,2.76,0.0
20230103:1003,716292.5,351.0,23.24,26.16,3.1,0.0
20230103:1103,1203070.0,565.0,36.64,27.51,3.72,0.0
20230103:1203,1672770.0,792.0,50.23,28.71,4.07,0.0
20230103:1303,1976315.0,949.0,63.94,29.57,4.48,0.0
20230103:1403,2065910.0,1006.0,77.72,30.43,4.34,0.0
20230103:1503,2024797.5,994.0,88.46,30.96,3.93,0.0
20230103:1603,1835652.5,910.0,74.65,31.52,2.76,0.0
20230103:1703,1736185.0,859.0,60.88,31.28,2.14,0.0
20230103:1803,1572312.5,771.0,47.19,30.91,1.72,0.0
20230103:1903,1101182.5,534.0,33.64,30.71,1.93,0.0
20230103:2003,513452.5,260.0,20.29,28.09,3.38,0.0
20230103:2103,1100.0,7.0,7.25,27.45,3.45,0.0
20230103:2203,0.0,0.0,0.0,26.45,2.41,0.0
20230103:2303,0.0,0.0,0.0,25.87,2.21,0.0
20230104:0003,0.0,0.0,0.0,25.98,2.28,0.0
20230104:0103,0.0,0.0,0.0,25.92,2.28,0.0
20230104:0203,0.0,0.0,0.0,25.7,2.07,0.0
20230104:0303,0.0,0.0,0.0,25.62,2.14,0.0
20230104:0403,0.0,0.0,0.0,25.38,2.14,0.0
20230104:0503,0.0,0.0,0.0,25.48,2.28,0.0
20230104:0603,0.0,0.0,0.0,25.56,2.41,0.0
20230104:0703,0.0,0.0,0.0,25.63,2.62,0.0
20230104:0803,0.0,0.0,0.0,25.46,2.9,0.0
20230104:0903,112970.0,70.0,9.99,25.85,3.24,0.0
20230104:1003,341962.5,174.0,23.11,27.62,3.52,0.0
20230104:1103,959640.0,453.0,36.52,28.33,4.41,0.0
20230104:1203,1313592.5,620.0,50.11,29.08,4.62,0.0
20230104:1303,1803477.5,862.0,63.83,29.76,4.69,0.0
20230104:1403,1447215.0,693.0,77.61,29.97,4.62,0.0
20230104:1503,1996307.5,970.0,88.55,29.92,4.21,0.0
20230104:1603,1185717.5,576.0,74.74,30.51,2.62,0.0
20230104:1703,1544867.5,768.0,60.97,30.58,1.17,0.0
20230104:1803,743600.0,364.0,47.27,30.83,1.79,0.0
20230104:1903,316442.5,163.0,33.71,28.3,1.86,0.0
20230104:2003,211447.5,114.0,20.36,26.36,2.28,0.0
20230104:2103,80822.5,57.0,7.31,25.83,2.62,0.0
20230104:2203,0.0,0.0,0.0,24.46,2.9,0.0
20230104:2303,0.0,0.0,0.0,24.21,1.79,0.0
20230105:0003,0.0,0.0,0.0,23.93,1.45,0.0
20230105:0103,0.0,0.0,0.0,23.81,1.38,0.0
20230105:0203,0.0,0.0,0.0,23.67,1.52,0.0
20230105:0303,0.0,0.0,0.0,23.51,1.52,0.0
20230105:0403,0.0,0.0,0.0,23.46,1.66,0.0
20230105:0503,0.0,0.0,0.0,23.32,2.14,0.0
20230105:0603,0.0,0.0,0.0,23.16,2.14,0.0
20230105:0703,0.0,0.0,0.0,23.16,2.34,0.0
20230105:0803,0.0,0.0,0.0,23.16,2.34,0.0
20230105:0903,112255.0,69.0,9.86,23.24,2.97,0.0
20230105:1003,342485.0,171.0,22.99,23.19,3.03,0.0
20230105:1103,226792.5,119.0,36.4,23.25,3.93,0.0
20230105:1203,414260.0,202.0,49.99,23.5,4.34,0.0
20230105:1303,345950.0,172.0,63.72,23.68,4.41,0.0
20230105:1403,649825.0,307.0,77.51,24.12,4.69,0.0
20230105:1503,1038922.5,483.0,88.63,24.19,4.9,0.0
20230105:1603,480920.0,232.0,74.83,24.47,5.31,0.0
20230105:1703,197120.0,106.0,61.05,24.24,5.52,0.0
20230105:1803,125042.5,73.0,47.35,24.06,5.72,0.0
20230105:1903,217552.5,115.0,33.78,23.7,4.69,0.0
20230105:2003,32037.5,27.0,20.42,23.52,4.0,0.0
20230105:2103,1182.5,7.0,7.36,23.17,3.93,0.0
20230105:2203,0.0,0.0,0.0,22.66,3.66,0.0
20230105:2303,0.0,0.0,0.0,22.57,3.45,0.0
20230106:0003,0.0,0.0,0.0,22.53,3.17,0.0
20230106:0103,0.0,0.0,0.0,22.57,2.83,0.0
20230106:0203,0.0,0.0,0.0,22.4,2.76,0.0
20230106:0303,0.0,0.0,0.0,22.35,2.97,0.0
20230106:0403,0.0,0.0,0.0,22.27,3.24,0.0
20230106:0503,0.0,0.0,0.0,22.26,3.59,0.0
20230106:0603,0.0,0.0,0.0,22.23,3.38,0.0
20230106:0703,0.0,0.0,0.0,22.26,3.03,0.0
20230106:0803,0.0,0.0,0.0,22.4,2.55,0.0
20230106:0903,91877.5,58.0,9.73,22.51,2.41,0.0
20230106:1003,106205.0,64.0,22.86,23.03,2.69,0.0
20230106:1103,293122.5,149.0,36.27,23.43,2.28,0.0
20230106:1203,364980.0,181.0,49.88,23.62,2.55,0.0
20230106:1303,425892.5,208.0,63.61,23.82,3.03,0.0
20230106:1403,349855.0,174.0,77.4,23.76,3.66,0.0
20230106:1503,479765.0,231.0,88.7,23.49,4.14,0.0
20230106:1603,346747.5,172.0,74.92,23.18,4.34,0.0
20230106:1703,335995.0,167.0,61.14,23.02,4.97,0.0
20230106:1803,191675.0,103.0,47.43,22.97,5.45,0.0
20230106:1903,73205.0,48.0,33.85,22.57,5.86,0.0
20230106:2003,32285.0,27.0,20.48,22.23,5.93,0.0
20230106:2103,1210.0,7.0,7.41,22.04,5.24,0.0
20230106:2203,0.0,0.0,0.0,21.54,4.28,0.0
20230106:2303,0.0,0.0,0.0,21.48,4.28,0.0
20230107:0003,0.0,0.0,0.0,21.24,3.66,0.0
20230107:0103,0.0,0.0,0.0,21.28,3.1,0.0
20230107:0203,0.0,0.0,0.0,21.17,2.34,0.0
20230107:0303,0.0,0.0,0.0,20.87,2.41,0.0
20230107:0403,0.0,0.0,0.0,20.5,2.28,0.0
20230107:0503,0.0,0.0,0.0,20.33,2.21,0.0
20230107:0603,0.0,0.0,0.0,20.38,2.48,0.0
20230107:0703,0.0,0.0,0.0,20.34,2.62,0.0
20230107:0803,0.0,0.0,0.0,20.34,2.48,0.0
20230107:0903,87175.0,55.0,9.59,20.41,2.34,0.0
20230107:1003,53652.5,38.0,22.73,20.39,1.79,0.0
20230107:1103,142147.5,80.0,36.15,20.73,2.48,0.0
20230107:1203,288007.5,145.0,49.76,20.94,2.83,0.0
20230107:1303,670285.0,314.0,63.49,21.44,2.9,0.0
20230107:1403,567435.0,269.0,77.3,22.06,2.97,0.0
20230107:1503,543950.0,259.0,88.74,22.18,2.62,0.0
20230107:1603,532427.5,254.0,75.01,22.13,2.41,0.0
20230107:1703,538752.5,257.0,61.22,22.29,2.41,0.0
20230107:1803,191867.5,103.0,47.5,22.29,3.17,0.0
20230107:1903,73232.5,48.0,33.92,22.24,2.83,0.0
20230107:2003,83545.0,53.0,20.53,22.1,2.41,0.0
20230107:2103,1210.0,7.0,7.45,21.92,1.24,0.0
20230107:2203,0.0,0.0,0.0,21.24,0.69,0.0
20230107:2303,0.0,0.0,0.0,21.23,0.83,0.0
20230108:0003,0.0,0.0,0.0,21.21,1.03,0.0
20230108:0103,0.0,0.0,0.0,21.19,1.03,0.0
20230108:0203,0.0,0.0,0.0,21.25,1.38,0.0
20230108:0303,0.0,0.0,0.0,21.27,1.52,0.0
20230108:0403,0.0,0.0,0.0,21.25,1.66,0.0
20230108:0503,0.0,0.0,0.0,21.29,1.72,0.0
20230108:0603,0.0,0.0,0.0,21.31,1.52,0.0
20230108:0703,0.0,0.0,0.0,21.39,1.45,0.0
20230108:0803,0.0,0.0,0.0,21.45,1.31,0.0
20230108:0903,142945.0,88.0,9.46,21.57,1.45,0.0
20230108:1003,294497.5,149.0,22.6,21.94,1.93,0.0
20230108:1103,659367.5,311.0,36.03,22.45,2.0,0.0
20230108:1203,562485.0,269.0,49.65,22.89,1.72,0.0
20230108:1303,1141415.0,538.0,63.38,23.52,1.79,0.0
20230108:1403,1129067.5,536.0,77.19,24.02,1.52,0.0
20230108:1503,1270087.5,607.0,88.76,23.97,1.24,0.0
20230108:1603,720555.0,344.0,75.09,23.89,1.03,0.0
20230108:1703,946055.0,449.0,61.29,23.82,1.1,0.0
20230108:1803,260892.5,135.0,47.57,23.51,1.1,0.0
20230108:1903,72737.5,48.0,33.98,23.23,1.24,0.0
20230108:2003,32092.5,27.0,20.59,22.93,1.31,0.0
20230108:2103,1182.5,7.0,7.49,22.75,1.38,0.0
20230108:2203,0.0,0.0,0.0,22.07,0.97,0.0
20230108:2303,0.0,0.0,0.0,21.96,0.55,0.0
20230109:0003,0.0,0.0,0.0,21.99,0.07,0.0
20230109:0103,0.0,0.0,0.0,21.93,0.34,0.0
20230109:0203,0.0,0.0,0.0,21.83,0.41,0.0
20230109:0303,0.0,0.0,0.0,21.73,0.76,0.0
20230109:0403,0.0,0.0,0.0,21.68,0.76,0.0
20230109:0503,0.0,0.0,0.0,21.69,0.9,0.0
20230109:0603,0.0,0.0,0.0,21.66,0.9,0.0
20230109:0703,0.0,0.0,0.0,21.68,0.69,0.0
20230109:0803,0.0,0.0,0.0,21.64,0.34,0.0
20230109:0903,74580.0,49.0,9.32,21.88,0.41,0.0
20230109:1003,301345.0,153.0,22.47,22.45,0.55,0.0
20230109:1103,365145.0,182.0,35.91,22.92,0.07,0.0
20230109:1203,352110.0,176.0,49.53,23.39,0.76,0.0
20230109:1303,316442.5,160.0,63.27,23.49,0.9,0.0
20230109:1403,855387.5,406.0,77.08,23.67,1.24,0.0
20230109:1503,940307.5,445.0,88.76,23.83,1.66,0.0
20230109:1603,827200.0,391.0,75.17,24.27,2.34,0.0
20230109:1703,751355.0,354.0,61.37,23.92,3.1,0.0
20230109:1803,230450.0,121.0,47.64,23.89,3.66,0.0
20230109:1903,72710.0,48.0,34.04,23.63,3.17,0.0
20230109:2003,52882.5,38.0,20.64,23.26,3.66,0.0
20230109:2103,1182.5,7.0,7.53,23.18,2.83,0.0
20230109:2203,0.0,0.0,0.0,23.05,1.72,0.0
20230109:2303,0.0,0.0,0.0,22.83,1.66,0.0
20230110:0003,0.0,0.0,0.0,22.81,1.79,0.0
20230110:0103,0.0,0.0,0.0,22.62,2.07,0.0
20230110:0203,0.0,0.0,0.0,22.73,2.07,0.0
20230110:0303,0.0,0.0,0.0,22.57,1.72,0.0
20230110:0403,0.0,0.0,0.0,22.41,0.9,0.0
20230110:0503,0.0,0.0,0.0,22.52,0.97,0.0
20230110:0603,0.0,0.0,0.0,22.29,1.31,0.0
20230110:0703,0.0,0.0,0.0,22.36,1.38,0.0
20230110:0803,0.0,0.0,0.0,22.25,1.59,0.0
20230110:0903,4730.0,10.0,9.18,22.43,1.66,0.0
20230110:1003,297632.5,152.0,22.34,23.78,1.03,0.0
20230110:1103,729217.5,346.0,35.79,24.44,1.72,0.0
20230110:1203,644215.0,308.0,49.42,24.88,2.14,0.0
20230110:1303,1154092.5,545.0,63.16,25.13,2.48,0.0
20230110:1403,1401317.5,668.0,76.97,26.05,2.62,0.0
20230110:1503,1483350.0,716.0,88.72,26.52,2.0,0.0
20230110:1603,1553667.5,757.0,75.25,26.85,1.52,0.0
20230110:1703,1040242.5,496.0,61.44,26.85,2.28,0.0
20230110:1803,775500.0,370.0,47.71,27.04,2.9,0.0
20230110:1903,692037.5,330.0,34.1,26.5,3.24,0.0
20230110:2003,31625.0,27.0,20.68,25.63,2.48,0.0
20230110:2103,2227.5,8.0,7.56,25.06,1.52,0.0
20230110:2203,0.0,0.0,0.0,24.35,0.41,0.0
20230110:2303,0.0,0.0,0.0,24.01,0.83,0.0
20230111:0003,0.0,0.0,0.0,23.72,1.31,0.0
20230111:0103,0.0,0.0,0.0,23.52,1.45,0.0
20230111:0203,0.0,0.0,0.0,23.29,1.59,0.0
20230111:0303,0.0,0.0,0.0,23.21,1.31,0.0
20230111:0403,0.0,0.0,0.0,23.08,1.24,0.0
20230111:0503,0.0,0.0,0.0,23.26,1.45,0.0
20230111:0603,0.0,0.0,0.0,23.53,1.38,0.0
20230111:0703,0.0,0.0,0.0,23.51,1.1,0.0
20230111:0803,0.0,0.0,0.0,23.53,1.24,0.0
20230111:0903,106397.5,67.0,9.04,23.58,1.03,0.0
20230111:1003,597602.5,295.0,22.21,25.04,1.66,0.0
20230111:1103,1157282.5,550.0,35.66,26.25,1.52,0.0
20230111:1203,1409127.5,680.0,49.3,26.82,1.1,0.0
20230111:1303,1397687.5,681.0,63.05,27.75,1.24,0.0
20230111:1403,1873822.5,942.0,76.86,28.33,1.1,0.0
20230111:1503,1783815.0,904.0,88.66,28.6,0.69,0.0
20230111:1603,1240745.0,610.0,75.32,28.88,0.9,0.0
20230111:1703,659147.5,322.0,61.51,28.62,1.38,0.0
20230111:1803,920947.5,445.0,47.77,27.7,0.9,0.0
20230111:1903,81565.0,53.0,34.15,26.41,1.17,0.0
20230111:2003,33440.0,28.0,20.72,25.42,0.76,0.0
20230111:2103,2227.5,8.0,7.59,24.77,0.28,0.0
20230111:2203,0.0,0.0,0.0,24.46,1.31,0.0
20230111:2303,0.0,0.0,0.0,24.35,0.62,0.0
20230112:0003,0.0,0.0,0.0,24.16,0.62,0.0
20230112:0103,0.0,0.0,0.0,24.08,1.52,0.0
20230112:0203,0.0,0.0,0.0,24.1,1.79,0.0
20230112:0303,0.0,0.0,0.0,23.87,1.93,0.0
20230112:0403,0.0,0.0,0.0,23.67,2.0,0.0
20230112:0503,0.0,0.0,0.0,23.65,2.0,0.0
20230112:0603,0.0,0.0,0.0,23.69,2.14,0.0
20230112:0703,0.0,0.0,0.0,23.59,2.14,0.0
20230112:0803,0.0,0.0,0.0,23.57,2.28,0.0
20230112:0903,82665.0,54.0,8.9,24.01,2.21,0.0
20230112:1003,287017.5,148.0,22.08,25.61,2.28,0.0
20230112:1103,802890.0,382.0,35.54,27.01,2.76,0.0
20230112:1203,1552540.0,740.0,49.18,28.41,2.9,0.0
20230112:1303,1553805.0,747.0,62.94,29.39,3.38,0.0
20230112:1403,1824845.0,892.0,76.75,30.0,3.17,0.0
20230112:1503,1669140.0,820.0,88.57,30.41,2.69,0.0
20230112:1603,988460.0,482.0,75.39,30.52,2.0,0.0
20230112:1703,648752.5,322.0,61.57,30.94,0.76,0.0
20230112:1803,461945.0,231.0,47.82,29.67,1.79,0.0
20230112:1903,698032.5,337.0,34.2,29.41,3.45,0.0
20230112:2003,401307.5,204.0,20.76,28.6,3.45,0.0
20230112:2103,113052.5,86.0,7.61,27.41,2.48,0.0
20230112:2203,0.0,0.0,0.0,26.92,1.86,0.0
20230112:2303,0.0,0.0,0.0,26.47,0.07,0.0
20230113:0003,0.0,0.0,0.0,26.35,2.34,0.0
20230113:0103,0.0,0.0,0.0,25.43,1.79,0.0
20230113:0203,0.0,0.0,0.0,24.91,1.38,0.0
20230113:0303,0.0,0.0,0.0,24.44,1.59,0.0
20230113:0403,0.0,0.0,0.0,24.3,1.66,0.0
20230113:0503,0.0,0.0,0.0,24.35,1.31,0.0
20230113:0603,0.0,0.0,0.0,24.62,1.79,0.0
20230113:0703,0.0,0.0,0.0,23.85,2.28,0.0
20230113:0803,0.0,0.0,0.0,23.89,2.69,0.0
20230113:0903,137087.5,91.0,8.76,24.46,2.28,0.0
20230113:1003,426195.0,213.0,21.95,26.33,2.48,0.0
20230113:1103,878652.5,418.0,35.42,27.56,2.69,0.0
20230113:1203,1269812.5,604.0,49.07,28.53,3.03,0.0
20230113:1303,1851410.0,898.0,62.83,29.75,3.24,0.0
20230113:1403,2090330.0,1036.0,76.64,30.94,3.17,0.0
20230113:1503,2155780.0,1091.0,88.46,32.07,2.62,0.0
20230113:1603,2002220.0,1023.0,75.45,32.5,1.72,0.0
20230113:1703,1776995.0,914.0,61.64,31.82,0.48,0.0
20230113:1803,1521107.5,751.0,47.88,31.44,1.31,0.0
20230113:1903,890670.0,429.0,34.24,30.32,2.83,0.0
20230113:2003,62920.0,44.0,20.79,28.63,3.24,0.0
20230113:2103,2172.5,8.0,7.63,27.23,3.66,0.0
20230113:2203,0.0,0.0,0.0,26.9,1.93,0.0
20230113:2303,0.0,0.0,0.0,26.56,1.52,0.0
20230114:0003,0.0,0.0,0.0,26.3,1.79,0.0
20230114:0103,0.0,0.0,0.0,25.93,1.79,0.0
20230114:0203,0.0,0.0,0.0,25.66,2.0,0.0
20230114:0303,0.0,0.0,0.0,25.24,2.0,0.0
20230114:0403,0.0,0.0,0.0,25.12,2.07,0.0
20230114:0503,0.0,0.0,0.0,24.86,2.0,0.0
20230114:0603,0.0,0.0,0.0,24.86,2.14,0.0
20230114:0703,0.0,0.0,0.0,24.74,2.28,0.0
20230114:0803,0.0,0.0,0.0,24.73,2.34,0.0
20230114:0903,142917.5,98.0,8.62,25.06,2.14,0.0
20230114:1003,639292.5,319.0,21.82,26.73,2.48,0.0
20230114:1103,1172572.5,557.0,35.29,28.23,2.69,0.0
20230114:1203,1592167.5,763.0,48.95,29.65,3.03,0.0
20230114:1303,1906685.0,930.0,62.72,30.94,3.45,0.0
20230114:1403,2059502.5,1021.0,76.53,31.8,3.38,0.0
20230114:1503,2139142.5,1077.0,88.33,32.6,3.03,0.0
20230114:1603,1976287.5,987.0,75.5,32.65,2.97,0.0
20230114:1703,1834635.0,903.0,61.69,32.22,3.03,0.0
20230114:1803,1579655.0,763.0,47.93,32.22,3.52,0.0
20230114:1903,1070080.0,513.0,34.28,32.06,4.48,0.0
20230114:2003,221925.0,121.0,20.82,31.34,4.48,0.0
20230114:2103,2090.0,8.0,7.65,30.42,3.86,0.0
20230114:2203,0.0,0.0,0.0,28.54,3.79,0.0
20230114:2303,0.0,0.0,0.0,27.52,4.0,0.0
20230115:0003,0.0,0.0,0.0,27.14,4.07,0.0
20230115:0103,0.0,0.0,0.0,26.82,3.66,0.0
20230115:0203,0.0,0.0,0.0,26.61,3.59,0.0
20230115:0303,0.0,0.0,0.0,26.06,3.52,0.0
20230115:0403,0.0,0.0,0.0,25.89,3.24,0.0
20230115:0503,0.0,0.0,0.0,25.69,2.9,0.0
20230115:0603,0.0,0.0,0.0,25.61,3.1,0.0
20230115:0703,0.0,0.0,0.0,25.5,3.17,0.0
20230115:0803,0.0,0.0,0.0,25.25,2.97,0.0
20230115:0903,140635.0,98.0,8.47,25.39,3.03,0.0
20230115:1003,652932.5,326.0,21.68,26.93,2.97,0.0
20230115:1103,1176120.0,558.0,35.17,28.24,2.9,0.0
20230115:1203,1611665.0,773.0,48.84,29.2,2.83,0.0
20230115:1303,1913367.5,937.0,62.61,30.03,2.83,0.0
20230115:1403,2084390.0,1041.0,76.42,30.87,2.69,0.0
20230115:1503,2133175.0,1074.0,88.18,31.56,2.69,0.0
20230115:1603,2092227.5,1046.0,75.56,31.84,2.97,0.0
20230115:1703,1779250.0,868.0,61.75,31.91,3.59,0.0
20230115:1803,1558672.5,746.0,47.98,31.87,4.34,0.0
20230115:1903,1119855.0,534.0,34.32,31.5,4.9,0.0
20230115:2003,587207.5,299.0,20.85,30.64,5.17,0.0
20230115:2103,95122.5,67.0,7.66,29.55,4.48,0.0
20230115:2203,0.0,0.0,0.0,28.17,4.07,0.0
20230115:2303,0.0,0.0,0.0,27.25,3.72,0.0
20230116:0003,0.0,0.0,0.0,26.73,4.07,0.0
20230116:0103,0.0,0.0,0.0,26.46,3.86,0.0
20230116:0203,0.0,0.0,0.0,26.17,3.52,0.0
20230116:0303,0.0,0.0,0.0,25.83,3.31,0.0
20230116:0403,0.0,0.0,0.0,25.43,3.03,0.0
20230116:0503,0.0,0.0,0.0,25.37,2.97,0.0
20230116:0603,0.0,0.0,0.0,24.95,2.97,0.0
20230116:0703,0.0,0.0,0.0,24.86,2.69,0.0
20230116:0803,0.0,0.0,0.0,24.87,2.41,0.0
20230116:0903,142697.5,101.0,8.33,25.05,2.76,0.0
20230116:1003,662557.5,331.0,21.55,26.69,2.76,0.0
20230116:1103,1203482.5,573.0,35.05,28.11,2.48,0.0
20230116:1203,1601105.0,777.0,48.72,29.18,1.93,0.0
20230116:1303,1889607.5,947.0,62.5,29.86,1.45,0.0
20230116:1403,2060740.0,1051.0,76.31,30.16,1.45,0.0
20230116:1503,2152727.5,1097.0,88.01,30.62,1.93,0.0
20230116:1603,2022570.0,1006.0,75.6,30.51,2.69,0.0
20230116:1703,1922992.5,937.0,61.8,30.69,3.52,0.0
20230116:1803,1641200.0,781.0,48.02,30.23,4.28,0.0
20230116:1903,1151232.5,545.0,34.35,30.02,4.9,0.0
20230116:2003,568700.0,287.0,20.87,29.51,5.17,0.0
20230116:2103,108047.5,79.0,7.66,28.74,4.69,0.0
20230116:2203,0.0,0.0,0.0,27.61,4.41,0.0
20230116:2303,0.0,0.0,0.0,26.69,3.66,0.0
20230117:0003,0.0,0.0,0.0,26.27,2.9,0.0
20230117:0103,0.0,0.0,0.0,25.99,2.55,0.0
20230117:0203,0.0,0.0,0.0,25.62,2.34,0.0
20230117:0303,0.0,0.0,0.0,25.31,2.14,0.0
20230117:0403,0.0,0.0,0.0,25.38,2.21,0.0
20230117:0503,0.0,0.0,0.0,25.05,2.34,0.0
20230117:0603,0.0,0.0,0.0,24.78,2.21,0.0
20230117:0703,0.0,0.0,0.0,24.76,2.0,0.0
20230117:0803,0.0,0.0,0.0,24.53,1.93,0.0
20230117:0903,136070.0,96.0,8.19,24.81,2.28,0.0
20230117:1003,644600.0,324.0,21.42,26.81,1.86,0.0
20230117:1103,1166742.5,559.0,34.92,28.05,1.72,0.0
20230117:1203,1594175.0,777.0,48.61,28.91,1.52,0.0
20230117:1303,1816842.5,903.0,62.39,29.34,1.52,0.0
20230117:1403,2113100.0,1071.0,76.19,29.66,1.72,0.0
20230117:1503,2152672.5,1083.0,87.83,29.78,2.28,0.0
20230117:1603,2139225.0,1056.0,75.64,29.68,3.17,0.0
20230117:1703,1917657.5,921.0,61.84,29.54,4.21,0.0
20230117:1803,1611445.0,758.0,48.06,29.28,5.03,0.0
20230117:1903,1117270.0,526.0,34.38,29.01,5.1,0.0
20230117:2003,593065.0,298.0,20.89,28.28,5.03,0.0
20230117:2103,93720.0,65.0,7.67,27.43,4.55,0.0
20230117:2203,0.0,0.0,0.0,26.57,3.38,0.0
20230117:2303,0.0,0.0,0.0,26.14,3.52,0.0
20230118:0003,0.0,0.0,0.0,25.81,3.86,0.0
20230118:0103,0.0,0.0,0.0,25.41,3.59,0.0
20230118:0203,0.0,0.0,0.0,25.15,3.24,0.0
20230118:0303,0.0,0.0,0.0,25.0,2.9,0.0
20230118:0403,0.0,0.0,0.0,24.76,2.69,0.0
20230118:0503,0.0,0.0,0.0,24.6,2.55,0.0
20230118:0603,0.0,0.0,0.0,24.56,2.62,0.0
20230118:0703,0.0,0.0,0.0,24.38,2.69,0.0
20230118:0803,0.0,0.0,0.0,24.35,2.69,0.0
20230118:0903,129552.5,92.0,8.04,24.5,2.97,0.0
20230118:1003,642290.0,321.0,21.29,26.07,2.69,0.0
20230118:1103,1175130.0,558.0,34.8,27.28,2.28,0.0
20230118:1203,1517917.5,735.0,48.49,27.94,1.45,0.0
20230118:1303,1810737.5,913.0,62.28,28.42,0.62,0.0
20230118:1403,2072730.0,1061.0,76.07,28.84,1.03,0.0
20230118:1503,2164305.0,1085.0,87.64,29.07,2.28,0.0
20230118:1603,2146925.0,1052.0,75.68,29.25,3.52,0.0
20230118:1703,1940702.5,927.0,61.88,28.83,4.41,0.0
20230118:1803,1645820.0,772.0,48.09,29.11,5.38,0.0
20230118:1903,1180025.0,554.0,34.41,28.89,5.38,0.0
20230118:2003,595732.5,299.0,20.9,28.06,5.31,0.0
20230118:2103,12980.0,16.0,7.66,27.3,4.83,0.0
